stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
0401MHN,Mihang'O,-1.26568,36.92302, ,
0401MKB,Mt Kenya Bar Shauri Moyo,-1.291703,36.855431, ,
0401MKC,Mukokoa Court,-1.262199,36.912699, ,
0401MLD,Tassia,-1.31020546,36.89148903, ,
0401MLH,Mama Lucy Hospital,-1.272892,36.89732, ,
0401MPC,Msaponi Court,-1.26368,36.91417, ,
0401MPS,Morisson Primary School,-1.289819,36.859823, ,
0401MRA,Maria,-1.27431,36.91788, ,
0401MRR,Manyanja Road Round About,-1.28621,36.89796, ,
0401MSB,Sosian Estate,-1.27834,36.90773, ,
0401MSC,Msisi Court,-1.262869,36.913268, ,
0401MTK,Mitikenda,-1.180853,36.987592, ,
0401MTN,Mutindwa,-1.284842491,36.88454747, ,
0401MTP,Metropolitan Hospital,-1.288246,36.874672, ,
0401MVC,Mvinje Court,-1.26178,36.91165, ,
0401MWS,Raphael,-1.271684,36.879309, ,
0401MYJ,Manyanja,-1.2949,36.88697, ,
0401MYK,Mayaka,-1.26679,36.88013, ,
0401N10,No 10,-1.293061,36.867141, ,
0401NAS,Nas,-1.33724,36.919257, ,
0401NBP,Kobil Calvary Temple,-1.277615,36.875755, ,
0401NPC,Npc Buruburu,-1.29385,36.88073, ,
0401NYD,Nyando,-1.27741,36.91583, ,
0401NYR,Nyora,-1.2671,36.92238, ,
0401NYV,Nyama Villa,-1.27614,36.90885, ,
0401OLJ,C,-1.27791,36.89185, ,
0401ONT,Onyatta,-1.242568,36.989322, ,
0401P1M,Sector 0 (Zero),-1.26243,36.9103, ,
0401P3A,Phase 3A,-1.27089,36.90911, ,
0401P3B,Phase 3B,-1.268758,36.906726, ,
0401PCE,Pcea,-1.2706,36.91307, ,
0401PCK,Peacock,-1.27831,36.89034, ,
0401PD1,Passenger Drop Off 1,-1.330685,36.924092, ,
0401PDO,Passenger Drop Off,-1.331908,36.925852, ,
0401PLB,Plan B,-1.278755,36.888581, ,
0401PMR,Prime Rose,-1.27641,36.91665, ,
0401PNR,Pioneer Estate,-1.271557,36.880591, ,
0401POS,Post,-1.28107,36.91382, ,
0401PPL,Pipeline,-1.317528,36.896065, ,
0401PS1,Maringo Phase1,-1.293303,36.862738, ,
0401PS4,Phase 4/Car Wash,-1.26837,36.90571, ,
0401PSN,Prison,-1.300879,36.837576, ,
0401QTY,Equity,-1.309235,36.845737, ,
0401RCK,Rocks,-1.27294,36.91098, ,
0401RDB,Harmony/pioneer,-1.263856888,36.87940836, ,
0401RKN,Rikana,-1.294013,36.851153, ,
0401ROA,Road A,-1.318074,36.863021, ,
0401ROK,Rocks,-1.27285,36.91115, ,
0401RPL,Buru 1 primary,-1.272217,36.87739, ,
0401S3B,Sector 3B/3A,-1.26513,36.90769, ,
0401SBA,Sabasaba,-1.27307,36.9182, ,
0401SHL,Shell,-1.314588,36.858637, ,
0401SIX,36 Stage,-1.262577,36.886961, ,
0401SLT,Shimo La Tewa,-1.30361,36.82901, ,
0401SNI,Sinai,-1.306552,36.87874, ,
0401SOS,Sos,-1.271641,36.878322, ,
0401SPE,Super Higway,-1.165307,36.958585, ,
0401SPL,Supa Loaf,-1.269006,36.901947, ,
0401SPN,Kobil,-1.321009398,36.89818382, ,
0401STG,Meatland,-1.312419,36.892929, ,
0401SVN,Savanna,-1.2971,36.89441, ,
0401SWM,Sowematt,-1.26378,36.92286, ,
0401SWT,Soweto,-1.28144,36.91469, ,
0401TAL,Total,-1.306339,36.841548, ,
0401TGS,Tuskys Green Span,-1.29024,36.90175, ,
0401TKY,Tuskys,-1.262146,36.976114, ,
0401TMI,Tumaini,-1.309334,36.890975, ,
0401TNS,Transgobal,-1.338612,36.910735, ,
0401TPK,Tetrapark,-1.313706,36.855886, ,
0401TRN,Transami,-1.325301,36.897708, ,
0401TSX,Junction 36 Stage,-1.261435,36.886392, ,
0401TTL,Total,-1.269783,36.880898, ,
0401TUY,Tuskys,-1.306922,36.875984, ,
0401TWS,Twisters,-1.25627,36.926635, ,
0401UCB,Uchumi Buruburu,-1.288,36.88153, ,
0401UJJ,Umoja Junction,-1.27597,36.88731, ,
0401UJR,Uchumi-jogoo road,-1.297931671,36.87020302, ,
0401UM1,Umoja 1,-1.28413,36.88711, ,
0401UM2,Umoja 2,-1.27922,36.89821, ,
0401UM3,Umoja 3,-1.274166,36.894854, ,
0401UMD,Umoja PCEA,-1.282512,36.886803, ,
0401UMJ,Umoja Junction,-1.278791428,36.88264847, ,
0401UMM,Umoja Market,-1.283847,36.887127, ,
0401UPS,Uhuru Shopping centre,-1.282416,36.870807, ,
0401USC,Uhuru Secondary,-1.283149,36.869973, ,
0401VWA,Viwandani,-1.307353,36.856554, ,
0401VWP,View Park,-1.266782,36.906233, ,
0401WKM,Welkim,-1.26668,36.989375, ,
0402AQN,Aquinas,-1.292919,36.86259, ,
0402CLT,Caltex,-1.300963,36.888118, ,
0402CMK,Ronald Ngala/Tuskys,-1.285901,36.827633, ,
0402CTY,City Stadium/Lusaka Road Junctn,-1.29345,36.84094, ,
0402DON,Doni,-1.29895,36.88713, ,
0402KY1,Kayole 1,-1.26202,36.91967, ,
0402LDR,Ladhes Road/Otc,-1.284466982,36.83282375, ,
0402MLY,Mama Lucy Terminal,-1.275035,36.898525, ,
0402MWH,Makadara/Mwisho,-1.296118,36.862166, ,
0402RAU,Rounda,-1.262727,36.879137, ,0014KRA
0403BNG,Kanisani,-1.257612705,36.87887192, ,
0403DMS,Donholm,-1.300211,36.885745, ,
0403DSL,Diesel,-1.26988,36.92002, ,
0403GMW,Gm Mwisho,-1.328448,36.870162, ,
0403INC,Spring board,-1.28291,36.89549, ,
0403JCN,Jacaranda,-1.28765,36.90476, ,
0403JOS,Joster,-1.282806,36.851112, ,
0403KBL,Kobil,-1.328658,36.892363, ,
0403KSE,Civil servant/Deliverance Church,-1.262589,36.887016, ,
0403KY1,Kayole 1,-1.26212,36.91966, ,
0403LMS,Rabai,-1.290614605,36.87376499, ,
0403MKC,Mkanju Court,-1.26413,36.91478, ,
0403MKI,Mwiki Terminal,-1.235916,36.934875, ,
0403MTW,Mutindwa,-1.28601,36.88066, ,
0403MWF,Gate B,-1.308021,36.903472, ,
0403NYO,Baricho Road Terminus,-1.30411,36.82775, ,
0403QKM,Quickmart,-1.271193,36.996888, ,
0403RAU,Rounda,-1.26271,36.87912, ,
0403RDA,Rounda,-1.322971,36.899447, ,
0403SKJ,Saika ,-1.259517,36.912551, ,
0403UM2,Umoja 2 Terminus,-1.279313,36.898122, ,
040HHH,H,-1.27897,36.888, ,
040PLB,Plan B,-1.27877,36.88843, ,
0410AAD,Ambassadeur,-1.28448379,36.82596803,,
0410AG2,Stage 24,-1.293296814,36.8635565,,
0410APT,Airport  Town Stage,-1.332423,36.926603, ,
0410BAT,Bat,-1.30533,36.856105, ,
0410BBP,Buru Buru Police Post,-1.279672,36.878203, ,
0410BEN,Bee Centre,-1.28363,36.9017, ,
0410BHS,Bahati Stage,-1.289257,36.861512, ,
0410BPF,Buruburu Phase 5 Stage,-1.29428,36.87888, ,
0410BPS,By Pass,-1.264259,36.983082, ,
0410BRG,Buruburu Girls,-1.286088,36.874025, ,
0410BST,Bus Station,-1.28691,36.82898, ,
0410CEX,Chloride Exide,-1.321546,36.868628, ,
0410CGR,Car  &General,-1.30201,36.83195, ,
0410CJA,Jericho Hospital,-1.291693568,36.87169433,,
0410COM,Commercial,-1.303715,36.838689, ,
0410CRN,Charina,-1.27692,36.88785, ,
0410CST,City Stadium Stage,-1.29239,36.84268, ,
0410CUT,Junction,-1.292358756,36.86879754,,
0410DCJ,DC Jogoo Road,-1.296536,36.8621, ,
0410DNB,Unbeach,-1.30543,36.882598, ,
0410DNR,Donholm Roundabout / stage,-1.29726,36.88532, ,
0410DPI,Paradise,-1.245168775,36.90716654,,
0410DTB,Dt Dobie,-1.29908,36.83715, ,
0410GTB,Gate B,-1.308804,36.90256, ,
0410HMZ,Hamza,-1.297333,36.87488, ,
0410HRB,Harambee,-1.284973,36.873887, ,
0410ISR,Twisters,-1.255979597,36.92776322,,
0410JNC,Junction,-1.2636,36.92242, ,
0410K1M,Kayole 1 Market,-1.2663,36.92266, ,
0410KCF,Kwa Chief,-1.27186,36.91872, ,
0410KDO,Kwa Do,-1.27532,36.90987, ,
0410KLL,Kaloleni,-1.29304,36.84563, ,
0410KNS,Kanisani,-1.26901,36.913514, ,
0410KOB,K South primary,-1.267766,36.885365, ,
0410KSD,Kisumu Ndogo,-1.299596,36.889769, ,
0410KWC,Kwa Chief,-1.27935,36.89591, ,
0410LIT,St philip,-1.290378571,36.87483788,,
0410MAK,Market,-1.288553,36.874986, ,
0410MKD,Makadara/DC,-1.29657,36.86223, ,
0410MRB,Mareba,-1.308776,36.863592, ,
0410MRR,Manyanja Road Round About,-1.28772,36.89679, ,
0410MSB,Masimba,-1.27893,36.90723, ,
0410MUT,Mtindwa,-1.285453,36.884186, ,
0410MYJ,Manyanja,-1.295,36.88708, ,
0410NAI,Donholm Stage,-1.296591,36.886749, ,
0410NBT,Nabuto,-1.28535,36.89415, ,
0410NCK,Ncck,-1.29581,36.87668, ,
0410NJR,Njiru,-1.250577,36.939914, ,
0410NPB,Ngorofani Pcea Bahati,-1.289988,36.859837, ,
0410NSE,Nasra Estate,-1.27978,36.90098, ,
0410OAP,Kayole Hospital,-1.270529062,36.91970587,,
0410OJH,Hospital Jericho,-1.291666031,36.87191963,,
0410PCE,Pcea,-1.27141,36.91245, ,
0410PFJ,Phase 4 Ya Juu,-1.29279,36.88228, ,
0410PH8,Phase 8,-1.28871,36.90342, ,
0410PS5,Phase 5,-1.29244,36.89991, ,
0410PST,Posta,-1.29565,36.85747, ,
0410RIK,Rikana,-1.293439,36.852278, ,
0410RST,Raster,-1.27588,36.91713, ,
0410SLA,Salvation Army/Tusker,-1.28515,36.83094, ,
0410SNI,Sinai,-1.306614,36.879198, ,
0410SVA,Salvation Army,-1.285316,36.83068, ,
0410TEN,Tena,-1.29359,36.88918, ,
0410TKY,Tuskys,-1.262244,36.976393, ,
0410TMH,Tom Mboya Hall,-1.29694,36.87756, ,
0410TOA,Tononoka,-1.290893555,36.87363625,,
0410TSH,Tushauriane,-1.26719,36.91544, ,
0410UGI,Gill House,-1.286387444,36.82687998,,
0410UIY,Equity,-1.282774866,36.87991798,,
0410ULA,Lumumba Madukani,-1.292251468,36.86982751,,
0410USP,Uhuru Shops,-1.28325,36.870013, ,
04111YO,Goa Kayole Church,-1.270165443,36.91987753,,
04112G4,Stage 24,-1.293361187,36.86358601,,
0411AAG,Lunga lunga,-1.307556867,36.87258482,,
0411ABT,BAT,-1.295782059,36.85550719,,
0411ACE,Visa Place,-1.278190613,36.89110279,,
0411AGT,41 Stage,-1.249615073,36.90662742,,
0411AIO,Corner,-1.270948648,36.91940546,,
0411BEN,Bee Centre,-1.28332,36.90191, ,
0411BP1,Buru roundabout,-1.272672,36.877445, ,
0411BPF,Buruburu Phase 5 Stage,-1.29418,36.8791, ,
0411BPS,By Pass:Ruai,-1.264119,36.983196, ,
0411CAR,Church Army,-1.29454,36.85315, ,
0411CAT,junction,-1.297545433,36.86728477,,
0411CGR,Car  & General,-1.30195,36.83243, ,
0411CIR,Uchumi-Jogoo Road,-1.296582698,36.86234951,,
0411CRG,Cargo,-1.336124,36.916187, ,
0411CRN,Charina,-1.27765,36.88861, ,
0411CST,City Stadium Stage,-1.29237,36.84373, ,
0411DC,DC,-1.2973001,36.8730998,,
0411DEI,Paradise,-1.24636504,36.90841645,,
0411DLP,Dr. Livingstone Primary School,-1.287236,36.865176, ,
0411DTB,Dt Dobie,-1.29875,36.83781, ,
0411ERC,corner,-1.308130145,36.86856151,,
0411EST,DC stage,-1.296987534,36.8642807,,
0411GMM,Gm,-1.326088,36.870826, ,
0411GNF,mwea house,-1.29434,36.89648, ,
0411GSL,Slaughter,-1.251599908,36.93760157,,
0411HMZ,Hamza,-1.29698,36.87566, ,
0411HOM,Houes Of Manji,-1.309543,36.8573, ,
0411HRB,Harambee,-1.284591,36.873625, ,
0411IFB,Infill A,-1.26612,36.90682, ,
0411ILP,Tononoka,-1.291837692,36.87149048,,
0411IRT,Kariobangi south Primary,-1.269417465,36.8824929,,
0411JNV,Jana Villa,-1.291903,36.852417, ,
0411JSC,Jerusalem Shopping Centre,-1.285251,36.867947, ,
0411KCF,Kwa Chief,-1.27166,36.91888, ,
0411KNS,Kanisani,-1.26985,36.91335, ,
0411KOI,Kioi,-1.27916,36.91541, ,
0411KPL,Kampala,-1.311345,36.849784, ,
0411KPS,K,-1.28204,36.88671, ,
0411KSD,Kisumu Ndogo,-1.29909,36.89083, ,
0411LEI,Elim,-1.294826388,36.887573,,
0411LLT,Tajj mall,-1.322243214,36.89887047,,
0411MAA,Bee centre,-1.282439232,36.90243244,,
0411MAS,Masimba,-1.279799938,36.90618753, ,
0411MCW,Car Wash,-1.29017,36.89347, ,
0411MEB,Ambassadeur,-1.284633994,36.82613969,,
0411MPC,Msaponi Court,-1.26399,36.9145, ,
0411MRB,Mareba,-1.308839,36.86231, ,
0411MTN,Stella,-1.28562,36.8841, ,
0411MUT,Mtindwa,-1.28512,36.883921, ,
0411MZW,Maziwa,-1.2936,36.8492, ,
0411NAH,Unbeach,-1.304135799,36.88389301,,
0411NII,Likoni,-1.29656142,36.85530603,,
0411NJR,Njiru,-1.250485,36.940001, ,
0411NSE,Kayole spine junction,-1.278362274,36.90020084, ,
0411OKR,St Phillip,-1.290206909,36.87475204,,
0411ONM,Donholm Roundabout,-1.297508597,36.88594222,,
0411OOK,Kayole 1,-1.27047658,36.91972733,,
0411OON,Hospital Jericho,-1.292352676,36.87003136,,
0411OOO,police Station,-1.273126602,36.87747717,,
0411P1M,Phase1  Market,-1.26219,36.9106, ,
0411P3A,Phase 3A,-1.27047,36.90877, ,
0411PAC,Patco,-1.308516383,36.86581492,,
0411PEV,fedha,-1.316213608,36.89509392,,
0411PFJ,Phase 4 Ya Juu,-1.29252,36.88246, ,
0411PFS,Phase 4 Stage,-1.28946,36.88204, ,
0411PH5,Phase 5,-1.29185,36.90056, ,
0411PST,Posta,-1.29528,36.85678, ,
0411RCK,Rocks,-1.27369,36.91086, ,
0411REB,Bee Centre,-1.282866061,36.90265775,,
0411RIK,Rikana,-1.293424,36.85213, ,
0411RND,Rounda,-1.26424,36.90834, ,
0411RNG,Kariobangi,-1.256711483,36.87880754,,
0411RRC,Sokoni,-1.270734072,36.91953421,,
0411RST,Rasta,-1.27547,36.91738, ,
0411RUU,SOS,-1.284241676,36.86891556,,
0411SAS,Avenue Park 1,-1.315140724,36.8944931,,
0411SIE,Twisters,-1.253737271,36.9329989,,
0411SIN,Kanisani,-1.270785391,36.91311836,,
0411SKA,Solace,-1.258552,36.9164, ,
0411SLE,Gill House,-1.286687851,36.8270731,,
0411SMY,Shauri Moyo,-1.29288,36.846, ,
0411SNC,Suncity,-1.28568,36.851605, ,
0411SOS,phase 1 stage,-1.271622,36.878287, ,
0411SP1,Step 1/ Calvary,-1.26541,36.91643, ,
0411SVN,Savanna,-1.29752,36.89387, ,
0411TEN,Tena,-1.293,36.88979, ,
0411TGS,Green Span,-1.28955,36.90217, ,
0411TMH,Tom Mboya Hall,-1.29661,36.87832, ,
0411TNI,Spinners,-1.319721937,36.8973577,,
0411TSH,Tushauriane,-1.26644,36.916, ,
0412AMB,Ambassedeur,-1.285325289,36.82573199, ,0005AMB
0412CAR,Church Army,-1.294702291,36.85320854, ,
0412CMC,Commercial,-1.283244,36.826878, ,
0412CSD,City Stadium,-1.292224,36.843029, ,
0412CTI,City Stadium/Lusaka Road Junctn,-1.29336,36.84073, ,
0412DLP,Dr. Livingstone Primary School,-1.287124,36.865397, ,
0412DON,Doni,-1.29804,36.88708, ,
0412KNC,Kencom,-1.285684705,36.82488441, ,
0412MKD,Makadara,-1.296451,36.862606, ,
0412MTH,Muthurwa,-1.288928,36.835961, ,
0412MTW,Muthurwa,-1.288449,36.834243, ,0008MUT
0412NAI,Donholm Stage,-1.296393,36.886606, ,
0412TSR,Bus Station/ Tuskys ronald ngala,-1.2856,36.82833, ,0011TUS
0412TWN,Town,-1.284717,36.826758, ,
0413PSB,Passenger Boarding,-1.329602,36.92479, ,
04O2CLT,Caltex,-1.30084,36.88806, ,
0500AAL,Adopt Alight,-1.333549,36.889946, ,
0500AAZ,Mwangaza,-1.357551813,36.72300339,,
0500ABL,Amboseli Estate,-1.327429,36.839051, ,
0500ACA,Acacia,-1.398926,36.725188, ,
0500ACC,African Conservatories Centre/Fa,-1.33866,36.73803, ,
0500AGB,Agribusiness Centre,-1.365584,36.735952, ,
0500AHS,Happy House,-1.327292,36.83785, ,
0500AKI,Kambi,-1.339784861,36.71451688,,
0500AME,Al-Mukaram Estate,-1.326178,36.831067, ,
0500APJ,Airport Junction,-1.346604,36.902371, ,
0500BAL,Balozi,-1.318126,36.846641, ,
0500BAR,Barclays,-1.397279,36.759171, ,
0500BDS,Banda School,-1.365823,36.766645, ,
0500BLZ,Balozi,-1.319938,36.848003, ,
0500BMS,Bomas,-1.343352,36.766513, ,
0500BPS,Baptist,-1.39569,36.735542, ,
0500BRM,Barabara Mpya,-1.401294,36.72223, ,
0500CAB,Cabanas,-1.331474,36.88769, ,
0500CAM,Cambridge,-1.363635,36.765271, ,
0500CAR,Cara,-1.340514421,36.71413064,,
0500CHN,Chini Ya Mlima,-1.302358,36.915885, ,
0500CIT,Cid Training School,-1.317071,36.829826, ,
0500CLX,Caltex/total,-1.39586,36.737801, ,
0500CMZ,Christian Ministries In Africa,-1.360852,36.725832, ,
0500COC,College Of Insurance,-1.325724,36.834001, ,
0500CON,Consolata,-1.346721,36.765356, ,
0500CRW,Car Wash,-1.308654,36.915691, ,
0500CUE,Cuea/Bogani,-1.352263,36.76287, ,
0500CUV,Cuea,-1.34149,36.757784, ,
0500DAD,Ndege Road,-1.354837418,36.7199564,,
0500DAK,Dafam Hotel/Kenya Assemblies Of God,-1.325705,36.837034, ,
0500DBC,Don Bosco,-1.33724,36.72778, ,
0500DMS,Dam Estate,-1.32263,36.804756, ,
0500DPE,Diamond Park Estate,-1.319895,36.851233, ,
0500DRN,Stedmak Garden,-1.341254711,36.75609112,,
0500DVK,Devki,-1.443505,36.989586, ,
0500ELD,Kincar,-1.289385,36.97466, ,
0500EPZ,Epz,-1.468748,36.96082, ,
0500ETT,Magnate Ventures,-1.299090385,36.82689071,,
0500EVP,Village Police,-1.309972,36.913061, ,
0500EXC,Exciting,-1.395422,36.731633, ,
0500FCT,Friends Court,-1.326778,36.837615, ,
0500FLT,Flats,-1.405433,36.716555, ,
0500FRT,Forest Lane,-1.346624,36.714338, ,
0500FTM,Fatima,-1.396363,36.744656, ,
0500GCG,Gichagi,-1.425355,36.693466, ,
0500GCT,Beacons Inn/Giraffe Centre,-1.366791,36.743641, ,
0500GOE,Garden 1 Estate,-1.325958,36.832582, ,
0500HAZ,Hazina Estate,-1.316141,36.848465, ,
0500HLL,Hillcrest Lane,-1.33832,36.73564, ,
0500HMN,Hardy Manor,-1.365369,36.737049, ,
0500HRN,Hardy Junction,-1.364737,36.742286, ,
0500HSM,Horse Man,-1.421689,36.700664, ,
0500HST,Hostel,-1.338413,36.773181, ,
0500HZS,South B Stage,-1.315634,36.848468, ,
0500IKO,Kongoni,-1.365040541,36.74069524,,
0500IMD,Imara Daima,-1.32504,36.881211, ,
0500ITM,CITAM,-1.341469288,36.75808668,,
0500JCC,JCC Church,-1.318206,36.846642, ,
0500JKL,Juakali,-1.306219,36.91596, ,
0500KAN,Kanisani,-1.407446,36.714446, ,
0500KAP,Kapa,-1.365397,36.911998, ,
0500KBL,Karen Blixen,-1.353141,36.713296, ,
0500KCH,Karen Catholic Church,-1.32613,36.71052, ,
0500KCL,Karen Country Club,-1.33948,36.714834, ,
0500KCY,Karen C Primary School,-1.33932,36.7426, ,
0500KEA,Kemsa,-1.314942,36.916668, ,
0500KHN,Kahungo,-1.422616,36.697947, ,
0500KJI,Kwa Maji,-1.423343,36.695863, ,
0500KKM,Kwa Kimani/Laiser,-1.395561,36.73389, ,
0500KLB,KLB,-1.324394,36.830671, ,
0500KMC,KMC,-1.452147,36.979849, ,
0500KME,Kma Estate,-1.320531,36.829166, ,
0500KMR,Kamura,-1.41005,36.712277, ,
0500KNC,Kenchik,-1.411761,36.949273, ,
0500KOB,Kobil,-1.307247,36.833344, ,
0500KPS,Kongoni Primary School,-1.312282,36.828122, ,
0500KRJ,Karen Road Junction,-1.333746,36.716578, ,
0500KRT,Kwa Ratio,-1.420068,36.704601, ,
0500KSG,Kenol/South C Gardens,-1.313202,36.826786, ,
0500KSP,Marist Lane/Kspca,-1.3378,36.73183, ,
0500KSR,Kiserian,-1.42973,36.687204, ,
0500KWG,Kwa Gate,-1.300695,36.914742, ,
0500KWT,Kwa Transfomer,-1.303645,36.916636, ,
0500LBN,Laibon Lane,-1.360978,36.724102, ,
0500LGS,Lang'Ata Road Stage/St. Mary'S H,-1.332642,36.78224, ,
0500LRJ,Lang'Ata Road Junction,-1.340833,36.750538, ,
0500MAB,Bomas,-1.343078613,36.76699162,,
0500MAR,Marmanet House,-1.310343,36.833681, ,
0500MBT,Mabati,-1.370161,36.917469, ,
0500MBZ,Matbronze,-1.364419,36.745237, ,
0500MCH,Machakos Road,-1.300146,36.830092, ,
0500MCT,KMTC,-1.348571777,36.71390533,,
0500MEM,Memorial Hospital,-1.310274,36.805254, ,
0500MGA,Mugoya Phase 1,-1.319535,36.829339, ,
0500MGC,Magacia,-1.395882,36.729181, ,
0500MGH,Mama Ngina Children'S Home,-1.312983,36.825767, ,
0500MGT,Sironik road,-1.396507,36.761035, ,
0500MGY,Mugoya,-1.321518,36.828972, ,
0500MIN,Madina Estate,-1.325513,36.835581, ,
0500MIO,Akiba/Madina Shops,-1.31467,36.823189, ,
0500MJN,Mjengo,-1.406897,36.94665, ,
0500MKY,Kobil/Mokoyeti Road West,-1.34093,36.754073, ,
0500MLN,Millenium,-1.395977,36.739571, ,
0500MMU,Multimedia,-1.382143,36.770575, ,
0500MOW,MOW,-1.318489,36.829564, ,
0500MPF,Mugoya Phase 4,-1.325135,36.830784, ,
0500MPK,Npc Karen,-1.341643,36.759041, ,
0500MPS,Madaraka Primary ,-1.306788325,36.81639791, ,
0500MRL,Marula,-1.336929,36.71569, ,
0500MSC,Madaraka Shopping Centre,-1.306740046,36.81871533, ,
0500MSL,Masai Lane Junction,-1.355178,36.723273, ,
0500MSQ,Mosque,-1.312593,36.823773, ,
0500MSR,Mashuria,-1.41932,36.70625, ,
0500MSU,Mosque,-1.33998,36.74725, ,
0500MSV,Masai Villas,-1.357741,36.723063, ,
0500MSW,Maasai Lane/Masai West,-1.360987,36.722714, ,
0500MWR,Masai West Road,-1.360803,36.729305, ,
0500NBA,Nairobi Academy,-1.340475,36.750709, ,
0500NBW,Nairobi Women,-1.396461,36.74589, ,
0500NDG,Ndege Road,-1.354816,36.720121, ,
0500NGA,Kwa Njenga,-1.414989,36.711049, ,
0500NLP,Nalepo,-1.420443,36.703693, ,
0500NMJ,Namanga Junction,-1.435993,36.972815, ,
0500NTN,Nation,-1.372404,36.920009, ,
0500NTU,Nyotu,-1.397259,36.756804, ,
0500NYT,Nyati,-1.420839,36.702737, ,
0500NYY,Nyayo,-1.305704,36.826707, ,
0500OBT,Allpack /Orbit,-1.386374,36.933952, ,
0500OLR,Olerai,-1.396309,36.743885, ,
0500OLS,Our Lady Secondary,-1.31782,36.847343, ,
0500OOB,Brooks,-1.329689026,36.71347618,,
0500ORP,Orphanage,-1.33317,36.781317, ,
0500PCH,Milele Nairobi Pcea Headquarters,-1.312743,36.824658, ,
0500PLC,Places,-1.396056,36.740775, ,
0500PLV,Plainsview Phase 5/Gate C,-1.318531,36.845042, ,
0500PNR,Panari,-1.330143,36.855826, ,
0500PTL,Portland,-1.44941,36.968283, ,
0500PVE,Plainsview Education Point/Bypass,-1.319592,36.841317, ,
0500QRL,Quarry Lane,-1.354529,36.717501, ,
0500RAJ,Roundabout Jeshi,-1.313294,36.923292, ,
0500RLN,Reliance,-1.35447,36.906289, ,
0500RMP,Rimpa,-1.417618,36.709066, ,
0500RNG,Rongai,-1.395231,36.763465, ,
0500RRN,Ngara Sports Club,-1.316231,36.827854, ,
0500S39,39,-1.438963,36.978762, ,
0500SAT,Shee Ambaji Temple,-1.315905,36.826178, ,
0500SBK,Sabaki,-1.420315,36.953957, ,
0500SCS,South C Shopping Centre,-1.313348,36.827699, ,
0500SFA,Southern First Assemblies Of God,-1.31353,36.823518, ,
0500SHL,Shell,-1.3216,36.841329, ,
0500SHM,Shalom,-1.435524,36.966542, ,
0500SKR,Syokimau Railway Station,-1.359653,36.907814, ,
0500SKW,KWS,-1.335976124,36.77685142,,
0500SLN,Solomon,-1.398712,36.942261, ,
0500SMI,Sulami,-1.45773,36.978475, ,
0500SMR,Sameer,-1.331001,36.865082, ,
0500SNA,Sana Sana,-1.31882,36.840906, ,
0500SNR,Senior,-1.437106,36.966675, ,
0500SOL,School Of Law,-1.360407,36.747073, ,
0500STM,Steel Markers,-1.337803,36.894404, ,
0500STR,Strathmore University/Siwaka,-1.308665872,36.81243896, ,
0500STS,Starsheik Academy,-1.456165,36.979733, ,
0500SUP,7Up,-1.30734086,36.81485832, ,
0500SWR,Swara,-1.35927,36.762587, ,
0500SYC,Stage Ya Chini,-1.394802,36.940013, ,
0500SYJ,Stage Ya Juu,-1.391432,36.937822, ,
0500SYK,Syokimau,-1.379645,36.928056, ,
0500TAB,Kanisa Mabati,-1.310757,36.835206, ,
0500TKS,Tuskys,-1.31705,36.918138, ,
0500TOL,Toll,-1.427072,36.959096, ,
0500TRN,Triangle,-1.426975,36.691508, ,
0500TTK,Total Karen,-1.33892,36.73972, ,
0500VUM,Vumira House,-1.311478,36.8353, ,
0500WAT,South C Turnoff/Water,-1.315526,36.824171, ,
0500WNN,Winners,-1.320817,36.84928, ,
0500WTH,White House,-1.403785,36.718293, ,
0501ACA,Acacia,-1.398809,36.725319, ,
0501ADV,Adventist University,-1.401103,36.722692, ,
0501AGC,Africa Gospel Church,-1.34019,36.74827, ,
0501AKL,Akila/Akila Police Post,-1.322649,36.830285, ,
0501ALP,Allpack,-1.384911,36.933262, ,
0501AMB,Amboseli Estate,-1.327511,36.839018, ,
0501AMN,Amani,-1.280458,36.964564, ,
0501AMR,Amref,-1.319163,36.810873, ,
0501APJ,Airport Junction,-1.344124,36.902578, ,
0501APV,Airportview Estate,-1.313913,36.812483, ,
0501ATH,Happy House,-1.327344,36.837894, ,
0501BAL,Balozi,-1.318073,36.846677, ,
0501BAN,Bandari,-1.304526,36.832493, ,
0501BDS,Banda School,-1.365629,36.766651, ,
0501BLU,Bluesky Estate,-1.312813,36.815245, ,
0501BLZ,Balozi,-1.319831,36.848046, ,
0501BMH,Boma Hotel,-1.324381,36.83385, ,
0501BMS,Bomas/Galleria,-1.343149,36.766709, ,
0501BOT,Botanical Gardens,-1.362273,36.747377, ,
0501BRE,Baraka Estate,-1.298156,36.912689, ,
0501BRK,Barracks/ 75 ,-1.311577,36.925461, ,
0501CEM,Cemastea/ Research,-1.353903,36.71309, ,
0501CHI,Ngei,-1.329334974,36.78285956, ,
0501CHN,Chini Ya Mlima,-1.30218,36.915626, ,
0501CIV,Civil Servants,-1.312152743,36.81932688, ,
0501COG,Collingham Gardens/ Mary ward,-1.36086,36.726432, ,
0501COI,College Of Insurance,-1.32574,36.834027, ,
0501CRW,Car Wash,-1.308617,36.915672, ,
0501DAR,Dar-Es-Salaam,-1.305716,36.833025, ,
0501DBB,Don Bosco Boys Training Institut,-1.326854,36.711103, ,
0501DBC,Don Bosco Church,-1.33725,36.72787, ,
